"","subj","item","pred","rt"
"208",12,19,1,259.08138111356
"209",12,21,1,282.93301606421
"210",12,23,1,452.231981707943
"211",12,25,1,353.580474805757
"212",12,27,1,284.179973518719
"213",12,29,1,345.465075081451
"214",12,31,1,402.014930542309
"215",12,33,1,370.501618322717
"216",12,35,1,447.321241096252
"217",13,1,1,313.584485892473
"218",13,3,1,344.830718225343
"219",13,5,1,345.451671666306
"220",13,7,1,262.774382099745
"221",13,9,1,442.382616009529
"222",13,11,1,379.420835033072
"223",13,13,1,328.969930475821
"224",13,15,1,264.826210391828
"225",13,17,1,331.393375341572
"226",13,19,1,327.849487440182
"227",13,21,1,296.582903530219
"228",13,23,1,313.306115418353
"229",13,25,1,277.787718117132
"230",13,27,1,372.839378163816
"231",13,29,1,435.510383118447
"232",13,31,1,323.333232003073
"233",13,33,1,387.134487633309
"234",13,35,1,256.812821771596
"235",14,1,1,346.282318260942
"236",14,3,1,234.10081428421
"237",14,5,1,242.619119641802
"238",14,7,1,293.303237668032
"239",14,9,1,209.042122135294
"240",14,11,1,213.019554992488
"241",14,13,1,249.294892047782
"242",14,15,1,225.622601078326
"243",14,17,1,548.70569720981
"244",14,19,1,297.998967314535
"245",14,21,1,513.226739328894
"246",14,23,1,336.311847002516
"247",14,25,1,201.946262957701
"248",14,27,1,386.922116064283
"249",14,29,1,355.14223340728
"250",14,31,1,255.407449544027
"251",14,33,1,269.841119762871
"252",14,35,1,359.04168544723
"253",15,1,1,275.70638469267
"254",15,3,1,339.404480231152
"255",15,5,1,435.752554882836
"256",15,7,1,208.765885040532
"257",15,9,1,549.680057398466
"258",15,11,1,360.918518663229
"259",15,13,1,397.108911830588
"260",15,15,1,440.041473956338
"261",15,17,1,401.086143825864
"262",15,19,1,457.0857128881
"263",15,21,1,362.977736175891
"264",15,23,1,290.895998128003
"265",15,25,1,255.26152841186
"266",15,27,1,220.702781166323
"267",15,29,1,331.838674152462
"268",15,31,1,383.989458984966
"269",15,33,1,356.973809240976
"270",15,35,1,542.107022794115
"271",16,1,1,358.13930894308
"272",16,3,1,265.755792386109
"273",16,5,1,283.577348623366
"274",16,7,1,401.268729930663
"275",16,9,1,262.04906695661
"276",16,11,1,364.313910871873
"277",16,13,1,353.672875796867
"278",16,15,1,317.525240140568
"279",16,17,1,238.522182635188
"280",16,19,1,526.083894564578
"281",16,21,1,501.340376543571
"282",16,23,1,295.381713283321
"283",16,25,1,362.148886370725
"284",16,27,1,236.558581253047
"285",16,29,1,356.212967498575
"286",16,31,1,274.182489445207
"287",16,33,1,401.538386653685
"288",16,35,1,350.916184795433
"289",17,1,1,378.481868370751
"290",17,3,1,265.563291976127
"291",17,5,1,587.094779517999
"292",17,7,1,407.560833976077
"293",17,9,1,501.738904749439
"294",17,11,1,352.142556216007
"295",17,13,1,451.959682077196
"296",17,15,1,268.071641487668
"297",17,17,1,394.322742332547
"298",17,19,1,277.702420436614
"299",17,21,1,324.675025506395
"300",17,23,1,481.351838799295
"301",17,25,1,314.497122075039
"302",17,27,1,482.855004211192
"303",17,29,1,321.44763966531
"304",17,31,1,358.579950044128
"305",17,33,1,430.947925997912
"306",17,35,1,306.830593680802
"307",18,1,1,366.255774615599
"308",18,3,1,485.300326082758
"309",18,5,1,399.918278148432
"310",18,7,1,396.749573812356
"311",18,9,1,341.566800398781
"312",18,11,1,315.344627425614
"313",18,13,1,528.393459329842
"314",18,15,1,291.986801815306
"315",18,17,1,428.224436758808
"316",18,19,1,381.555416888206
"317",18,21,1,332.043536576164
"318",18,23,1,309.86432477098
"319",18,25,1,299.295835450131
"320",18,27,1,217.74195206208
"321",18,29,1,263.391728372416
"322",18,31,1,160.744437473551
"323",18,33,1,484.557662254968
"324",18,35,1,272.288931722408
"325",19,1,1,420.210680875344
"326",19,3,1,265.60134344571
"327",19,5,1,275.627577650436
"328",19,7,1,272.466001220256
"329",19,9,1,205.625432629722
"330",19,11,1,334.253627102885
"331",19,13,1,384.561894363888
"332",19,15,1,247.338844533528
"333",19,17,1,272.21948534816
"334",19,19,1,361.39735882817
"335",19,21,1,366.150143937745
"336",19,23,1,344.721741428053
"337",19,25,1,339.451669903093
"338",19,27,1,354.110765957118
"339",19,29,1,350.6910495374
"340",19,31,1,370.221500825109
"341",19,33,1,277.524152951647
"342",19,35,1,365.487277134412
"343",20,1,1,368.9193181389
"344",20,3,1,270.296068918522
"345",20,5,1,250.6610750991
"346",20,7,1,504.211075868474
"347",20,9,1,359.723041120242
"348",20,11,1,415.008631574163
"349",20,13,1,284.165395053918
"350",20,15,1,360.009875952046
"351",20,17,1,291.203086146141
"352",20,19,1,299.120951654801
"353",20,21,1,439.843161613653
"354",20,23,1,410.100099286923
"355",20,25,1,528.249579976469
"356",20,27,1,345.023765103037
"357",20,29,1,285.132430276495
"358",20,31,1,325.075000644306
"359",20,33,1,442.552697976157
"360",20,35,1,331.701268131018
"361",21,1,1,509.845527183451
"362",21,3,1,430.057048363642
"363",21,5,1,351.671711180047
"364",21,7,1,348.234388631769
"365",21,9,1,328.020103774666
"366",21,11,1,256.451369214747
"367",21,13,1,305.33021494299
"368",21,15,1,520.736020828482
"369",21,17,1,277.032969236703
"370",21,19,1,396.147282590228
"371",21,21,1,406.248775357267
"372",21,23,1,496.55571713637
"373",21,25,1,324.7554913366
"374",21,27,1,265.784784703008
"375",21,29,1,328.074601625928
"376",21,31,1,295.483030988717
"377",21,33,1,235.127669645896
"378",21,35,1,413.659644037842
"379",22,1,1,497.539874742417
"380",22,3,1,309.957506168642
"381",22,5,1,359.226054208973
"382",22,7,1,270.165863511586
"383",22,9,1,269.563259748123
"384",22,11,1,339.515762521864
"385",22,13,1,338.805576886534
"386",22,15,1,271.385310432139
"387",22,17,1,312.283513573871
"388",22,19,1,235.465573583114
"389",22,21,1,409.325150284716
"390",22,23,1,291.206250946636
"391",22,25,1,436.91793910995
"392",22,27,1,298.704160980512
"393",22,29,1,422.886013435512
"394",22,31,1,265.866825300359
"395",22,33,1,259.578211933457
"396",22,35,1,274.143937444198
"397",23,1,1,246.734332301393
"398",23,3,1,313.350335959818
"399",23,5,1,237.779892316879
"400",23,7,1,338.741172638888
"401",23,9,1,329.048469582664
"402",23,11,1,304.37609565461
"403",23,13,1,310.239517226434
"404",23,15,1,575.069725344055
"405",23,17,1,296.960866671157
"406",23,19,1,222.760989899991
"407",23,21,1,748.165222319819
"408",23,23,1,264.697326986501
"409",23,25,1,326.490953310168
"410",23,27,1,658.159311140613
"411",23,29,1,196.914624927155
"412",23,31,1,261.248435142753
"413",23,33,1,328.904720580327
"414",23,35,1,470.683718547753
"415",24,1,1,175.88984019023
"416",24,3,1,352.986890502882
"417",24,5,1,346.628508734982
"418",24,7,1,506.339313086951
"419",24,9,1,228.236617442821
"420",24,11,1,225.99073943283
"421",24,13,1,204.060024873461
"422",24,15,1,305.35727006174
"423",24,17,1,398.37371607833
"424",24,19,1,427.097902674249
"425",24,21,1,329.919026695966
"426",24,23,1,281.548342110759
"427",24,25,1,369.168770604673
"428",24,27,1,315.95188695537
"429",24,29,1,442.533926477428
"430",24,31,1,320.35282312768
"431",24,33,1,234.528288547092
"432",24,35,1,161.200152325087
"433",25,1,1,269.894126024331
"434",25,3,1,306.761157883989
"435",25,5,1,262.544497975268
"436",25,7,1,306.293400326168
"437",25,9,1,401.229861845249
"438",25,11,1,194.898506400135
"439",25,13,1,603.481705749639
"440",25,15,1,261.461841110124
"441",25,17,1,452.656574380722
"442",25,19,1,291.336827760298
"443",25,21,1,234.661038724069
"444",25,23,1,383.203017538924
"445",25,25,1,414.415472986532
"446",25,27,1,386.209105037251
"447",25,29,1,287.935308339862
"448",25,31,1,321.694155908191
"449",25,33,1,453.724191409752
"450",25,35,1,342.454784165379
"451",26,1,1,295.063218020621
"452",26,3,1,319.034203360089
"453",26,5,1,356.541750747459
"454",26,7,1,317.475122672824
"455",26,9,1,399.377656362827
"456",26,11,1,319.522392770675
"457",26,13,1,228.330454112321
"458",26,15,1,321.741403467488
"459",26,17,1,386.9283839172
"460",26,19,1,383.313980204568
"461",26,21,1,296.166116938535
"462",26,23,1,319.111296978629
"463",26,25,1,407.226190037288
"464",26,27,1,251.765679753475
"465",26,29,1,216.703937148909
"466",26,31,1,418.426548504755
"467",26,33,1,412.691015888787
"468",26,35,1,317.041984165639
"469",27,1,1,368.624872984784
"470",27,3,1,315.876317757125
"471",27,5,1,286.048608851292
"472",27,7,1,290.602791066927
"473",27,9,1,283.57448228806
"474",27,11,1,508.277402783535
"475",27,13,1,437.398941795044
"476",27,15,1,378.312931286284
"477",27,17,1,251.339845812965
"478",27,19,1,273.971386608338
"479",27,21,1,357.749728821504
"480",27,23,1,404.081009795604
"481",27,25,1,426.670588865075
"482",27,27,1,376.764379248325
"483",27,29,1,255.684147575633
"484",27,31,1,293.845791484128
"485",27,33,1,391.992998187139
"486",27,35,1,305.994316762581
"487",28,1,1,266.030233167822
"488",28,3,1,386.720208899585
"489",28,5,1,194.83152626833
"490",28,7,1,352.10167613238
"491",28,9,1,488.90651774819
"492",28,11,1,279.875285115455
"493",28,13,1,439.55066829047
"494",28,15,1,242.025313516833
"495",28,17,1,382.318736250412
"496",28,19,1,195.909203663352
"497",28,21,1,455.598052407816
"498",28,23,1,455.977538801678
"499",28,25,1,303.751299134637
"500",28,27,1,326.225571285255
"501",28,29,1,398.764852169516
"502",28,31,1,311.657603797137
"503",28,33,1,443.070396310978
"504",28,35,1,428.976847944724
"505",29,1,1,361.976049917147
"506",29,3,1,356.963636363658
"507",29,5,1,408.927170806459
"508",29,7,1,230.012523583986
"509",29,9,1,490.575275948378
"510",29,11,1,428.69634068764
"511",29,13,1,309.672973862205
"512",29,15,1,439.135334136568
"513",29,17,1,278.882609824743
"514",29,19,1,300.288419172775
"515",29,21,1,357.401735976464
"516",29,23,1,254.120514089026
"517",29,25,1,297.905953785263
"518",29,27,1,380.28886642342
"519",29,29,1,421.281241244254
"520",29,31,1,312.029780536785
"521",29,33,1,238.456865559389
"522",29,35,1,265.036756273214
"523",30,1,1,481.865239909695
"524",30,3,1,504.066452274221
"525",30,5,1,392.928865170474
"526",30,7,1,419.684899443346
"527",30,9,1,353.341285770165
"528",30,11,1,378.586292052578
"529",30,13,1,286.743616382172
"530",30,15,1,314.293812928799
"531",30,17,1,270.972372640384
"532",30,19,1,318.071847080453
"533",30,21,1,348.075813946844
"534",30,23,1,298.623788855567
"535",30,25,1,346.529786268006
"536",30,27,1,227.954163924563
"537",30,29,1,324.351795813544
"538",30,31,1,435.962995798541
"539",30,33,1,253.679695774116
"540",30,35,1,364.581523757467
"541",31,1,1,355.090242253959
"542",31,3,1,336.60157757875
"543",31,5,1,405.487234190982
"544",31,7,1,470.328807852409
"545",31,9,1,435.724061623738
"546",31,11,1,354.90135432872
"547",31,13,1,390.796572991006
"548",31,15,1,259.94625544839
"549",31,17,1,234.335341499504
"550",31,19,1,228.902214117058
"551",31,21,1,256.058061111517
"552",31,23,1,472.208485131215
"553",31,25,1,261.592080184223
"554",31,27,1,282.206329474362
"555",31,29,1,237.784294688596
"556",31,31,1,327.939019799143
"557",31,33,1,250.467656382868
"558",31,35,1,406.061433549185
"559",32,1,1,262.517848969002
"560",32,3,1,233.395709276591
"561",32,5,1,444.994325937096
"562",32,7,1,367.693061922846
"563",32,9,1,324.810858921828
"564",32,11,1,325.898882961211
"565",32,13,1,295.912366107446
"566",32,15,1,351.440413190985
"567",32,17,1,306.018701064523
"568",32,19,1,395.101353718864
"569",32,21,1,353.579344632674
"570",32,23,1,420.307596072449
"571",32,25,1,398.964658635141
"572",32,27,1,245.323857187608
"573",32,29,1,255.252421664604
"574",32,31,1,254.095638228649
"575",32,33,1,192.037443479368
"576",32,35,1,269.677790775308
"577",33,1,1,502.027777620388
"578",33,3,1,343.339739165628
"579",33,5,1,320.805795352674
"580",33,7,1,258.185968851416
"581",33,9,1,266.582536548179
"582",33,11,1,336.10230852999
"583",33,13,1,327.666165263655
"584",33,15,1,477.349790963611
"585",33,17,1,284.567500876491
"586",33,19,1,241.075895462691
"587",33,21,1,356.406009225304
"588",33,23,1,226.701211947943
"589",33,25,1,230.831446940636
"590",33,27,1,369.013975655349
"591",33,29,1,327.292595684629
"592",33,31,1,296.887254983479
"593",33,33,1,351.132036645548
"594",33,35,1,386.959411770775
"595",34,1,1,271.220680085866
"596",34,3,1,441.75535244235
"597",34,5,1,268.942391655468
"598",34,7,1,340.184311431058
"599",34,9,1,287.51444412882
"600",34,11,1,361.551098008435
"601",34,13,1,325.656924386049
"602",34,15,1,425.037116142228
"603",34,17,1,241.127910031134
"604",34,19,1,297.037934876385
"605",34,21,1,397.213889625405
"606",34,23,1,309.077207847319
"607",34,25,1,158.597927755094
"608",34,27,1,283.83111917718
"609",34,29,1,241.525269090865
"610",34,31,1,606.785842460071
"611",34,33,1,245.478844818545
"612",34,35,1,191.90590911585
"613",35,1,1,488.540158228533
"614",35,3,1,301.968350302777
"615",35,5,1,388.699365395776
"616",35,7,1,175.521302622589
"617",35,9,1,421.690351899153
"618",35,11,1,498.689850004754
"619",35,13,1,279.499339557441
"620",35,15,1,325.829789975061
"621",35,17,1,239.644065076921
"622",35,19,1,423.427433745147
"623",35,21,1,252.130387029138
"624",35,23,1,429.155839731421
"625",35,25,1,315.806490209314
"626",35,27,1,293.195908542114
"627",35,29,1,427.012217709079
"628",35,31,1,315.892234964548
"629",35,33,1,248.098938119647
"630",35,35,1,314.115580751277
"631",36,1,1,365.88353787887
"632",36,3,1,232.069425275768
"633",36,5,1,424.811014354403
"634",36,7,1,330.307258908689
"635",36,9,1,298.637681860021
"636",36,11,1,522.025551402332
"637",36,13,1,279.337095833464
"638",36,15,1,275.930947741303
"639",36,17,1,311.56112119914
"640",36,19,1,345.834141900791
"641",36,21,1,402.641984619376
"642",36,23,1,186.109554615196
"643",36,25,1,444.208106158398
"644",36,27,1,269.6796763589
"645",36,29,1,435.743868793124
"646",36,31,1,292.708960022815
"647",36,33,1,297.193233454993
"648",36,35,1,415.132044670008
"649",37,1,1,692.957772764589
"650",37,3,1,211.185567671624
"651",37,5,1,293.675190127521
"652",37,7,1,281.293187748327
"653",37,9,1,271.173053168033
"654",37,11,1,285.140054874666
"655",37,13,1,430.581573532795
"656",37,15,1,414.809967381708
"657",37,17,1,461.946909328064
"658",37,19,1,263.654663939254
"659",37,21,1,509.187407253964
"660",37,23,1,362.777738040036
"661",37,25,1,223.218806947121
"662",37,27,1,390.932819332634
"663",37,29,1,192.717102274475
"664",37,31,1,271.837972314461
"665",37,33,1,423.766023908393
"666",37,35,1,387.119336228937
"667",38,1,1,253.450805643133
"668",38,3,1,333.333406078486
"669",38,5,1,526.303960192644
"670",38,7,1,215.576781505041
"671",38,9,1,321.38877002925
"672",38,11,1,390.357358518775
"673",38,13,1,274.123426429533
"674",38,15,1,313.578869800914
"675",38,17,1,416.585976860443
"676",38,19,1,312.675883867462
"677",38,21,1,320.855834119417
"678",38,23,1,282.017684888631
"679",38,25,1,421.752269045561
"680",38,27,1,283.333086597253
"681",38,29,1,212.740080856977
"682",38,31,1,495.776616044597
"683",38,33,1,382.70826807679
"684",38,35,1,318.856776962937
"685",39,1,1,378.865077115847
"686",39,3,1,428.805440719062
"687",39,5,1,320.377017847215
"688",39,7,1,248.491347268841
"689",39,9,1,249.997628375345
"690",39,11,1,274.751154303994
"691",39,13,1,423.645645909929
"692",39,15,1,361.091091564516
"693",39,17,1,306.235027641216
"694",39,19,1,382.569249028293
"695",39,21,1,423.926447260672
"696",39,23,1,331.613630022
"697",39,25,1,368.267768665565
"698",39,27,1,524.55522301048
"699",39,29,1,422.153065319965
"700",39,31,1,490.832246746193
"701",39,33,1,315.455159310714
"702",39,35,1,301.367084699895
"703",40,1,1,386.746197355344
"704",40,3,1,300.469170713189
"705",40,5,1,473.408864222346
"706",40,7,1,290.059021380586
"707",40,9,1,406.483431485683
"708",40,11,1,455.964060691274
"709",40,13,1,344.880179279731
"710",40,15,1,341.415254134378
"711",40,17,1,472.705543845733
"712",40,19,1,255.829651466941
"713",40,21,1,316.64569740584
"714",40,23,1,555.600418884963
"715",40,25,1,315.972041604414
"716",40,27,1,256.294937090486
"717",40,29,1,316.194584926619
"718",40,31,1,335.671186704879
"719",40,33,1,438.654306130289
"720",40,35,1,482.084177089982
"721",41,1,1,354.486424108499
"722",41,3,1,317.692182241944
"723",41,5,1,274.101955891373
"724",41,7,1,313.646453756203
"725",41,9,1,208.861617105413
"726",41,11,1,365.632767277465
"727",41,13,1,389.510197327392
"728",41,15,1,323.40445065723
"729",41,17,1,284.173469201137
"730",41,19,1,455.827785203284
"731",41,21,1,480.639668007639
"732",41,23,1,321.596038563422
"733",41,25,1,323.986495306993
"734",41,27,1,320.852625721302
"735",41,29,1,292.586105100539
"736",41,31,1,356.215372105253
"737",41,33,1,362.03869355873
"738",41,35,1,493.015383675747
"739",42,1,1,377.516898330272
"740",42,3,1,394.468057236455
"741",42,5,1,418.530970670402
"742",42,7,1,416.421325422939
"743",42,9,1,284.915725358542
"744",42,11,1,221.985319136949
"745",42,13,1,322.995315863681
"746",42,15,1,262.556911354341
"747",42,17,1,409.173463594021
"748",42,19,1,302.652450218642
"749",42,21,1,334.991798215726
"750",42,23,1,265.292069382877
"751",42,25,1,274.845645869201
"752",42,27,1,303.425101001298
"753",42,29,1,481.827565464052
"754",42,31,1,421.711565388884
"755",42,33,1,247.779193935899
"756",42,35,1,229.257662963212
"757",43,1,1,443.110476850769
"758",43,3,1,251.991828127727
"759",43,5,1,249.905491199026
"760",43,7,1,328.984725377008
"761",43,9,1,369.787570360512
"762",43,11,1,373.38919892517
"763",43,13,1,347.839353337626
"764",43,15,1,338.172332744345
"765",43,17,1,267.997052728546
"766",43,19,1,370.64465375779
"767",43,21,1,287.635487768999
"768",43,23,1,361.28243856591
"769",43,25,1,392.024945267154
"770",43,27,1,317.497607126045
"771",43,29,1,300.226810685884
"772",43,31,1,269.401428328257
"773",43,33,1,234.926036352965
"774",43,35,1,331.716500569635
"775",44,1,1,520.70206632261
"776",44,3,1,318.811672710766
"777",44,5,1,321.026544731822
"778",44,7,1,390.94725383975
"779",44,9,1,437.111902661937
"780",44,11,1,414.626401941768
"781",44,13,1,356.572049431769
"782",44,15,1,319.97538476781
"783",44,17,1,355.223324042098
"784",44,19,1,316.535589352659
"785",44,21,1,314.73053605818
"786",44,23,1,441.401361831407
"787",44,25,1,444.017704330778
"788",44,27,1,426.398496580505
"789",44,29,1,357.756742509239
"790",44,31,1,245.098329756602
"791",44,33,1,311.948305386424
"792",44,35,1,438.230043906556
"793",45,1,1,306.328974775646
"794",45,3,1,389.442688858864
"795",45,5,1,339.495258444301
"796",45,7,1,266.838337879838
"797",45,9,1,366.953202253009
"798",45,11,1,407.430753387461
"799",45,13,1,363.755106706868
"800",45,15,1,401.589096688693
"801",45,17,1,214.942558322506
"802",45,19,1,245.623860278253
"803",45,21,1,393.231597583219
"804",45,23,1,356.444353121754
"805",45,25,1,322.447452892455
"806",45,27,1,367.630204344443
"807",45,29,1,308.104399288406
"808",45,31,1,284.85433646655
"809",45,33,1,369.984779450223
"810",45,35,1,181.474236635607
"811",46,1,1,281.112235557578
"812",46,3,1,398.681782706751
"813",46,5,1,264.388469681693
"814",46,7,1,351.211780832708
"815",46,9,1,426.666920959237
"816",46,11,1,472.779707846319
"817",46,13,1,273.804141063808
"818",46,15,1,499.191577952541
"819",46,17,1,634.080471516235
"820",46,19,1,548.501049019553
"821",46,21,1,319.248361422781
"822",46,23,1,252.467206109223
"823",46,25,1,312.089589683629
"824",46,27,1,349.769377494918
"825",46,29,1,560.93703524467
"826",46,31,1,330.817363687219
"827",46,33,1,411.474818100369
"828",46,35,1,448.764045105795
"829",47,1,1,316.80206705256
"830",47,3,1,378.337299745118
"831",47,5,1,545.358415582742
"832",47,7,1,266.889105655141
"833",47,9,1,354.09129189799
"834",47,11,1,334.895495026807
"835",47,13,1,466.965846913727
"836",47,15,1,334.614310940109
"837",47,17,1,278.598372932741
"838",47,19,1,288.783686118568
"839",47,21,1,347.461599637806
"840",47,23,1,429.297976484379
"841",47,25,1,266.218337591095
"842",47,27,1,164.142391923352
"843",47,29,1,296.334027094047
"844",47,31,1,478.683825970299
"845",47,33,1,289.89033713827
"846",47,35,1,224.413981253954
"847",48,1,1,323.963044057823
"848",48,3,1,339.543590471752
"849",48,5,1,398.320910811374
"850",48,7,1,335.584503503937
"851",48,9,1,281.875630464863
"852",48,11,1,342.878484396609
"853",48,13,1,440.007989949653
"854",48,15,1,307.539703288941
"855",48,17,1,312.44531172159
"856",48,19,1,264.391565045893
"857",48,21,1,303.18113206198
"858",48,23,1,407.602231941369
"859",48,25,1,331.996146558433
"860",48,27,1,270.014001575446
"861",48,29,1,311.429599657358
"862",48,31,1,317.700238993571
"863",48,33,1,296.044466888788
"864",48,35,1,477.727454535382
"865",49,1,1,270.983428818245
"866",49,3,1,429.919346498881
"867",49,5,1,343.985355320847
"868",49,7,1,321.644243322154
"869",49,9,1,291.372641095442
"870",49,11,1,230.016363982834
"871",49,13,1,296.275507325472
"872",49,15,1,249.507557731184
"873",49,17,1,407.696399100453
